,INDEX,PARENT1,MSTATUS,SEX,EDUCATION,JOB,CAR_USE,CAR_TYPE,RED_CAR,REVOKED,URBANICITY,INCOME,HOME_VAL,BLUEBOOK,OLDCLAIM,KIDSDRIV,AGE,HOMEKIDS,YOJ,TRAVTIME,TIF,CLM_FREQ,MVR_PTS,CAR_AGE,TARGET_FLAG
3224,4071,0,1,1,4,5,0,1,1,0,0,13.0,13.0,10160.0,0.0,0,13.0,0,13.0,28,11,0,0,13.0,0
3225,4072,0,1,1,1,2,0,0,1,0,0,10.0,10.0,18200.0,8375.0,0,10.0,0,10.0,47,1,1,1,10.0,1
3226,4073,0,1,0,1,2,0,3,0,0,0,12.0,12.0,18860.0,0.0,0,12.0,4,12.0,34,11,0,0,12.0,0
3227,4075,0,1,0,1,2,1,5,1,0,1,8.0,8.0,5520.0,0.0,1,8.0,3,8.0,81,4,0,0,8.0,0
3228,4078,0,1,1,1,8,1,1,1,0,0,6.0,6.0,14960.0,8206.0,0,6.0,3,6.0,36,4,1,2,6.0,0
3229,4080,0,1,1,1,1,1,1,1,0,0,1.0,1.0,1500.0,4576.0,2,1.0,2,1.0,29,6,3,3,1.0,0
3230,4082,0,1,0,1,1,1,3,1,0,0,9.0,9.0,20280.0,4162.0,0,9.0,4,9.0,42,1,3,7,9.0,1
3231,4083,0,1,0,3,0,0,0,0,0,1,7.0,7.0,16480.0,0.0,0,7.0,0,7.0,11,13,0,1,7.0,0
3232,4084,1,0,0,2,2,0,0,0,0,1,5.0,5.0,1590.0,0.0,0,5.0,1,5.0,42,4,0,1,5.0,0
3233,4085,0,1,0,4,4,0,5,1,0,0,12.0,12.0,12080.0,1982.0,0,12.0,0,12.0,58,6,1,4,12.0,0
3234,4086,0,0,1,2,2,0,2,1,1,0,1.0,1.0,15690.0,0.0,0,1.0,0,1.0,21,1,0,0,1.0,1
3235,4087,0,0,0,1,0,1,4,0,0,1,8.0,8.0,23740.0,0.0,0,8.0,0,8.0,68,4,0,2,8.0,0
3236,4089,0,0,0,4,4,0,5,0,0,1,8.0,8.0,6000.0,0.0,0,8.0,0,8.0,36,21,0,1,8.0,0
3237,4090,0,0,0,4,0,1,0,0,1,0,15.0,15.0,7910.0,0.0,0,15.0,0,15.0,42,1,0,5,15.0,0
3238,4091,0,1,0,4,4,0,3,1,0,0,11.0,11.0,17310.0,6412.0,1,11.0,2,11.0,25,16,1,1,11.0,0
3239,4092,0,1,1,0,4,0,3,1,0,0,8.0,8.0,24960.0,7642.0,0,8.0,0,8.0,54,1,2,0,8.0,0
3240,4093,0,1,1,4,4,0,0,1,0,0,21.0,21.0,18890.0,0.0,0,21.0,0,21.0,29,1,0,0,21.0,0
3241,4094,0,1,1,3,7,0,2,1,0,0,9.0,9.0,7520.0,1101.0,0,9.0,2,9.0,25,1,1,0,9.0,0
3242,4095,0,1,1,1,0,0,0,1,0,0,9.0,9.0,10840.0,0.0,0,9.0,0,9.0,35,4,0,3,9.0,0
3243,4096,0,1,0,3,1,1,4,1,0,0,10.0,10.0,22780.0,7601.0,0,10.0,0,10.0,30,21,2,7,10.0,0
3244,4097,0,0,0,3,1,1,4,0,0,0,11.0,11.0,34790.0,0.0,0,11.0,0,11.0,21,4,0,3,11.0,0
3245,4098,0,1,0,2,2,1,4,0,0,0,6.0,6.0,28000.0,0.0,0,6.0,0,6.0,26,7,0,1,6.0,1
3246,4099,1,0,0,1,1,1,5,0,0,0,1.0,1.0,9290.0,4567.0,0,1.0,3,1.0,12,1,3,0,1.0,1
3247,4100,0,0,1,2,7,0,1,1,0,0,1.0,1.0,10460.0,0.0,0,1.0,0,1.0,50,10,0,0,1.0,0
3248,4101,0,1,1,0,0,1,5,1,0,0,17.0,17.0,29620.0,10321.0,0,17.0,0,17.0,12,11,1,4,17.0,0
3249,4102,0,0,0,1,8,1,5,0,1,0,1.0,1.0,8640.0,0.0,0,1.0,0,1.0,43,13,0,0,1.0,0
3250,4103,0,1,1,0,3,0,5,1,1,0,8.0,8.0,19480.0,0.0,0,8.0,0,8.0,37,13,0,0,8.0,0
3251,4104,1,0,0,4,1,1,5,0,0,1,7.0,7.0,6530.0,0.0,0,7.0,3,7.0,62,4,0,0,7.0,0
3252,4106,0,0,0,1,1,1,3,0,0,1,1.0,1.0,18240.0,0.0,0,1.0,0,1.0,33,17,0,0,1.0,0
3253,4107,0,1,0,3,0,0,0,0,0,0,11.0,11.0,15740.0,0.0,0,11.0,0,11.0,32,4,0,0,11.0,0
3254,4108,0,1,0,4,4,0,0,0,0,0,16.0,16.0,34030.0,0.0,0,16.0,0,16.0,53,1,0,2,16.0,0
3255,4109,0,1,1,4,0,0,0,1,0,0,19.0,19.0,15650.0,0.0,0,19.0,0,19.0,41,4,0,0,19.0,0
3256,4110,0,0,1,3,1,1,1,1,0,0,9.0,9.0,11300.0,2159.0,0,9.0,0,9.0,53,6,1,0,9.0,1
3257,4111,0,0,1,1,2,0,1,1,0,0,8.0,8.0,5700.0,0.0,0,8.0,0,8.0,48,10,0,0,8.0,1
3258,4112,1,0,1,2,2,0,1,1,0,0,1.0,1.0,9550.0,0.0,1,1.0,2,1.0,50,1,0,0,1.0,0
3259,4113,0,0,0,2,1,0,5,1,0,0,1.0,1.0,6550.0,0.0,0,1.0,0,1.0,30,4,0,0,1.0,1
3260,4114,0,0,1,1,7,0,1,1,0,0,9.0,9.0,6990.0,0.0,0,9.0,0,9.0,19,1,0,3,9.0,0
3261,4115,1,0,1,1,1,1,1,1,1,0,1.0,1.0,9360.0,0.0,0,1.0,1,1.0,52,4,0,0,1.0,0
3262,4116,0,0,0,4,4,0,0,0,0,0,8.0,8.0,1500.0,2619.0,0,8.0,0,8.0,25,9,2,2,8.0,0
3263,4117,0,0,0,3,0,0,1,0,1,0,13.0,13.0,12520.0,20667.0,0,13.0,0,13.0,17,3,2,1,13.0,0
3264,4118,0,1,0,4,6,1,3,0,0,0,1.0,1.0,18050.0,9351.0,0,1.0,0,1.0,63,7,2,5,1.0,1
3265,4119,1,0,1,1,7,0,1,1,0,0,5.0,5.0,11020.0,0.0,1,5.0,1,5.0,45,4,0,0,5.0,1
3266,4120,0,1,1,1,1,1,1,1,0,0,7.0,7.0,15570.0,4734.0,0,7.0,0,7.0,30,4,2,7,7.0,1
3267,4121,0,1,1,3,7,0,2,1,0,0,1.0,1.0,8370.0,4123.0,0,1.0,0,1.0,44,7,3,0,1.0,0
3268,4122,0,1,0,3,0,1,4,0,0,0,12.0,12.0,23910.0,548.0,0,12.0,1,12.0,19,7,2,7,12.0,1
3269,4123,0,1,1,4,6,1,5,1,0,0,13.0,13.0,18080.0,0.0,0,13.0,1,13.0,19,7,0,0,13.0,0
3270,4124,0,1,1,4,4,0,0,1,0,0,14.0,14.0,25420.0,0.0,0,14.0,0,14.0,11,7,0,0,14.0,0
3271,4126,0,1,0,4,6,1,5,0,1,0,19.0,19.0,7600.0,0.0,0,19.0,0,19.0,53,6,0,0,19.0,0
3272,4127,0,1,1,3,1,1,1,1,0,0,7.0,7.0,10530.0,6444.0,0,7.0,2,7.0,20,7,3,0,7.0,0
3273,4128,0,1,1,0,3,0,1,1,0,0,15.0,15.0,7960.0,0.0,0,15.0,0,15.0,20,1,0,2,15.0,0
3274,4129,0,1,1,4,7,0,1,1,0,1,9.0,9.0,3950.0,0.0,1,9.0,2,9.0,49,6,0,0,9.0,1
3275,4130,0,1,1,2,2,0,2,1,0,0,1.0,1.0,6710.0,3545.0,0,1.0,1,1.0,27,10,2,0,1.0,1
3276,4131,1,0,1,1,1,1,0,1,0,1,1.0,1.0,19330.0,0.0,3,1.0,4,1.0,50,11,0,5,1.0,0
3277,4132,1,0,1,1,2,0,1,1,0,0,11.0,11.0,9810.0,3137.0,1,11.0,2,11.0,14,13,1,9,11.0,0
3278,4133,0,1,0,4,6,1,4,1,0,0,14.0,14.0,31800.0,0.0,0,14.0,0,14.0,28,13,0,2,14.0,0
3279,4135,0,1,1,3,1,1,1,1,0,0,10.0,10.0,16730.0,0.0,0,10.0,0,10.0,20,4,0,0,10.0,0
3280,4136,0,1,1,3,0,0,0,1,0,0,13.0,13.0,22040.0,8510.0,0,13.0,0,13.0,33,6,3,0,13.0,0
3281,4137,0,1,0,3,0,0,0,0,0,0,11.0,11.0,12240.0,0.0,0,11.0,0,11.0,8,6,0,0,11.0,0
3282,4138,0,1,1,4,6,0,1,1,0,0,9.0,9.0,13410.0,44735.0,0,9.0,1,9.0,32,6,2,4,9.0,0
3283,4140,0,1,1,4,5,0,1,1,0,0,12.0,12.0,14780.0,0.0,0,12.0,2,12.0,13,7,0,0,12.0,1
3284,4141,1,0,1,1,1,1,5,1,0,1,1.0,1.0,29900.0,0.0,1,1.0,1,1.0,36,6,0,2,1.0,0
3285,4142,0,0,1,3,0,1,5,1,0,0,10.0,10.0,25850.0,1294.0,0,10.0,0,10.0,36,1,1,0,10.0,1
3286,4143,0,0,1,1,1,1,2,1,0,1,9.0,9.0,6710.0,3863.0,0,9.0,0,9.0,66,1,1,3,9.0,0
3287,4144,0,0,1,3,0,0,0,1,0,0,16.0,16.0,17980.0,0.0,0,16.0,0,16.0,43,3,0,1,16.0,1
3288,4145,0,1,1,2,2,0,1,1,0,0,6.0,6.0,2500.0,0.0,0,6.0,1,6.0,18,17,0,1,6.0,0
3289,4147,0,1,0,3,1,1,0,0,0,0,5.0,5.0,17330.0,0.0,0,5.0,0,5.0,55,5,0,2,5.0,0
3290,4148,0,1,1,1,1,1,1,1,0,1,10.0,10.0,23350.0,0.0,0,10.0,0,10.0,51,1,0,0,10.0,1
3291,4150,0,1,0,2,2,1,3,1,0,1,6.0,6.0,17270.0,0.0,0,6.0,0,6.0,64,1,0,0,6.0,0
3292,4152,0,0,1,1,8,1,1,1,0,1,9.0,9.0,6980.0,0.0,0,9.0,0,9.0,64,1,0,0,9.0,0
3293,4153,0,1,0,3,5,0,5,0,0,0,8.0,8.0,8540.0,0.0,0,8.0,0,8.0,32,6,0,0,8.0,0
3294,4154,0,1,1,2,2,0,0,1,0,0,4.0,4.0,21590.0,0.0,0,4.0,0,4.0,12,1,0,0,4.0,0
3295,4156,0,1,0,3,5,1,5,0,0,0,6.0,6.0,11110.0,5303.0,0,6.0,0,6.0,36,1,3,2,6.0,0
3296,4158,0,1,0,2,1,0,1,0,0,1,7.0,7.0,12290.0,0.0,0,7.0,0,7.0,48,1,0,0,7.0,0
3297,4159,0,1,1,1,1,1,0,1,1,0,1.0,1.0,14650.0,12098.0,0,1.0,0,1.0,28,10,2,7,1.0,1
3298,4160,0,1,1,4,4,0,1,1,1,0,10.0,10.0,8870.0,0.0,0,10.0,0,10.0,33,1,0,1,10.0,0
3299,4161,0,1,0,3,1,1,3,1,0,0,9.0,9.0,18330.0,6690.0,0,9.0,0,9.0,30,1,2,0,9.0,1
3300,4162,0,1,1,3,1,1,0,1,0,0,13.0,13.0,32260.0,3115.0,0,13.0,0,13.0,51,1,2,2,13.0,0
3301,4163,0,1,1,2,2,0,1,1,1,0,1.0,1.0,15860.0,29536.0,1,1.0,3,1.0,42,1,2,2,1.0,1
3302,4164,0,1,0,2,8,0,0,0,0,0,1.0,1.0,10900.0,0.0,0,1.0,0,1.0,11,1,0,0,1.0,1
3303,4165,0,1,0,4,4,0,0,0,0,0,10.0,10.0,9260.0,0.0,1,10.0,0,10.0,22,9,0,1,10.0,0
3304,4166,0,1,1,4,4,0,1,1,0,0,11.0,11.0,11550.0,0.0,0,11.0,0,11.0,32,7,0,0,11.0,0
3305,4167,0,0,0,3,1,1,0,0,0,0,6.0,6.0,19200.0,2459.0,0,6.0,0,6.0,22,6,1,0,6.0,0
3306,4169,0,1,0,1,1,1,0,0,0,0,1.0,1.0,15620.0,5150.0,0,1.0,0,1.0,37,7,2,1,1.0,0
3307,4171,0,1,1,4,4,0,0,1,0,0,16.0,16.0,20290.0,0.0,0,16.0,1,16.0,18,11,0,0,16.0,0
3308,4172,0,1,1,2,1,1,5,1,0,0,1.0,1.0,21100.0,0.0,0,1.0,2,1.0,30,6,0,0,1.0,0
3309,4173,0,1,1,2,7,0,1,1,0,0,7.0,7.0,1500.0,0.0,1,7.0,2,7.0,36,6,0,3,7.0,0
3310,4175,0,1,1,1,1,1,2,1,0,0,1.0,1.0,6180.0,502.0,2,1.0,2,1.0,29,4,1,5,1.0,0
3311,4176,1,0,0,1,7,0,0,0,0,0,6.0,6.0,12660.0,0.0,0,6.0,2,6.0,35,6,0,0,6.0,0
3312,4177,0,0,0,2,1,0,0,0,0,0,1.0,1.0,10840.0,6841.0,0,1.0,0,1.0,19,1,2,0,1.0,0
3313,4178,0,1,0,1,1,1,3,1,0,1,1.0,1.0,17540.0,0.0,0,1.0,0,1.0,85,10,0,1,1.0,0
3314,4180,0,1,0,4,4,0,0,0,0,0,8.0,8.0,3200.0,1517.0,0,8.0,0,8.0,54,1,1,0,8.0,0
3315,4181,0,1,0,3,0,1,5,0,1,1,12.0,12.0,6470.0,0.0,0,12.0,0,12.0,16,1,0,3,12.0,0
3316,4182,0,0,1,2,2,0,1,1,0,0,8.0,8.0,4890.0,0.0,0,8.0,0,8.0,40,17,0,2,8.0,0
3317,4183,0,1,0,2,1,1,5,0,1,0,4.0,4.0,11030.0,32922.0,0,4.0,0,4.0,36,10,3,7,4.0,1
3318,4184,0,1,1,1,7,0,1,1,0,0,8.0,8.0,16320.0,4352.0,0,8.0,2,8.0,66,1,3,1,8.0,1
3319,4186,0,0,1,4,4,0,1,1,0,0,16.0,16.0,20360.0,6710.0,0,16.0,0,16.0,45,6,1,0,16.0,1
3320,4187,0,0,0,3,0,1,3,1,1,0,4.0,4.0,20690.0,14915.0,0,4.0,0,4.0,57,6,1,0,4.0,1
3321,4188,0,0,0,3,5,0,0,0,0,0,11.0,11.0,15240.0,0.0,0,11.0,0,11.0,35,3,0,1,11.0,0
3322,4189,0,1,0,4,4,0,0,0,0,0,13.0,13.0,13950.0,0.0,0,13.0,0,13.0,51,3,0,0,13.0,0
3323,4190,0,0,0,4,4,0,0,1,0,0,16.0,16.0,12850.0,1304.0,0,16.0,0,16.0,8,4,1,5,16.0,0
3324,4191,0,1,0,4,5,1,4,0,0,0,15.0,15.0,22830.0,0.0,0,15.0,3,15.0,37,9,0,0,15.0,0
3325,4192,0,1,0,1,2,1,4,0,0,0,9.0,9.0,27010.0,3988.0,3,9.0,3,9.0,19,1,3,3,9.0,0
3326,4193,1,0,0,1,1,1,0,1,0,0,10.0,10.0,16420.0,8171.0,0,10.0,3,10.0,20,10,2,0,10.0,1
3327,4194,0,1,0,4,4,0,5,1,0,1,19.0,19.0,10440.0,0.0,0,19.0,0,19.0,38,4,0,0,19.0,0
3328,4195,0,1,0,4,6,1,3,1,0,1,8.0,8.0,22360.0,0.0,0,8.0,0,8.0,38,1,0,0,8.0,0
3329,4196,0,1,1,0,6,1,5,1,0,0,8.0,8.0,30330.0,0.0,0,8.0,0,8.0,40,1,0,0,8.0,0
3330,4197,0,1,1,2,1,0,2,1,0,1,5.0,5.0,10530.0,0.0,0,5.0,2,5.0,20,16,0,0,5.0,0
3331,4198,1,0,1,0,5,0,5,1,0,0,8.0,8.0,33380.0,0.0,1,8.0,1,8.0,34,1,0,0,8.0,1
3332,4200,0,1,1,4,4,0,1,1,0,0,8.0,8.0,20160.0,0.0,0,8.0,0,8.0,5,4,0,1,8.0,0
3333,4201,0,1,0,3,8,1,0,0,0,0,13.0,13.0,16150.0,0.0,0,13.0,0,13.0,56,10,0,0,13.0,0
3334,4202,0,1,1,2,2,0,0,1,0,0,1.0,1.0,15200.0,3165.0,0,1.0,2,1.0,65,1,2,0,1.0,0
3335,4203,1,0,1,0,5,0,1,1,0,0,11.0,11.0,21180.0,0.0,0,11.0,3,11.0,29,17,0,0,11.0,0
3336,4204,0,1,0,4,0,0,0,0,0,0,12.0,12.0,6100.0,0.0,0,12.0,0,12.0,60,11,0,0,12.0,0
3337,4206,0,1,0,3,1,1,0,0,0,1,11.0,11.0,13030.0,0.0,0,11.0,0,11.0,31,1,0,4,11.0,0
3338,4207,0,0,0,1,1,1,0,1,0,0,5.0,5.0,12680.0,27779.0,0,5.0,0,5.0,11,4,4,0,5.0,0
3339,4209,0,1,0,1,2,0,0,1,0,0,1.0,1.0,15240.0,0.0,0,1.0,0,1.0,35,9,0,0,1.0,0
3340,4210,0,1,1,2,7,0,1,1,0,1,6.0,6.0,4700.0,0.0,0,6.0,2,6.0,39,7,0,0,6.0,0
3341,4213,0,0,0,4,6,1,5,0,0,0,5.0,5.0,5700.0,2090.0,0,5.0,0,5.0,46,10,2,1,5.0,0
3342,4214,0,0,0,1,2,0,5,0,0,1,6.0,6.0,5400.0,0.0,0,6.0,0,6.0,38,10,0,2,6.0,0
3343,4216,1,0,0,0,4,0,0,1,0,0,10.0,10.0,29520.0,0.0,0,10.0,2,10.0,32,4,0,0,10.0,0
3344,4218,0,0,1,2,1,1,5,1,0,0,8.0,8.0,34150.0,0.0,0,8.0,0,8.0,37,4,0,0,8.0,0
3345,4220,0,1,1,2,8,0,2,1,0,1,6.0,6.0,1680.0,0.0,2,6.0,2,6.0,5,10,0,4,6.0,0
3346,4221,0,1,1,3,1,1,1,1,0,1,5.0,5.0,19020.0,0.0,0,5.0,0,5.0,29,1,0,0,5.0,0
3347,4222,0,0,1,1,8,0,1,1,0,1,11.0,11.0,6820.0,0.0,0,11.0,0,11.0,37,4,0,2,11.0,0
3348,4223,0,1,1,3,1,1,3,1,0,0,11.0,11.0,38260.0,0.0,2,11.0,3,11.0,15,1,0,2,11.0,0
3349,4224,0,1,0,4,6,1,3,0,0,0,17.0,17.0,21480.0,0.0,0,17.0,2,17.0,31,1,0,0,17.0,1
3350,4225,0,1,1,3,5,0,5,1,0,0,4.0,4.0,5820.0,0.0,0,4.0,1,4.0,35,1,0,3,4.0,0
3351,4228,0,1,0,3,2,0,5,0,0,1,1.0,1.0,7970.0,0.0,0,1.0,0,1.0,25,14,0,2,1.0,0
3352,4230,0,1,1,2,7,0,1,1,0,0,8.0,8.0,8740.0,0.0,0,8.0,0,8.0,22,9,0,2,8.0,0
3353,4232,0,1,1,1,1,1,1,1,0,0,5.0,5.0,17810.0,0.0,0,5.0,3,5.0,37,10,0,0,5.0,0
3354,4234,0,0,1,3,0,1,5,1,0,0,13.0,13.0,13110.0,0.0,0,13.0,0,13.0,46,10,0,2,13.0,0
3355,4235,0,1,0,4,6,1,5,0,0,0,13.0,13.0,8370.0,0.0,0,13.0,0,13.0,23,1,0,0,13.0,0
3356,4236,0,0,1,0,3,0,0,1,0,0,25.0,25.0,21970.0,0.0,0,25.0,0,25.0,41,6,0,0,25.0,0
3357,4238,0,1,0,1,1,1,0,0,0,1,8.0,8.0,19000.0,0.0,0,8.0,0,8.0,19,1,0,0,8.0,0
3358,4239,0,1,0,3,1,1,3,0,1,1,9.0,9.0,16270.0,0.0,1,9.0,1,9.0,47,13,0,2,9.0,0
3359,4240,0,1,1,2,1,1,1,1,0,1,6.0,6.0,17030.0,13272.0,0,6.0,0,6.0,23,1,2,3,6.0,0
3360,4241,0,1,1,3,0,0,2,1,0,0,9.0,9.0,17120.0,0.0,0,9.0,1,9.0,53,1,0,2,9.0,0
3361,4242,0,1,0,3,1,1,3,1,0,0,13.0,13.0,18770.0,0.0,0,13.0,0,13.0,28,10,0,0,13.0,0
3362,4244,0,1,0,3,1,1,4,1,0,0,12.0,12.0,34310.0,4423.0,0,12.0,0,12.0,48,6,2,0,12.0,1
3363,4245,0,1,1,4,5,0,0,1,1,0,10.0,10.0,21780.0,0.0,0,10.0,0,10.0,29,1,0,0,10.0,0
3364,4246,0,1,1,3,2,0,0,1,0,0,11.0,11.0,18490.0,3590.0,0,11.0,0,11.0,44,7,3,2,11.0,0
3365,4247,0,0,1,3,7,0,1,1,0,0,11.0,11.0,7890.0,0.0,0,11.0,0,11.0,25,1,0,0,11.0,0
3366,4249,0,0,1,4,4,0,1,1,0,0,9.0,9.0,22040.0,0.0,0,9.0,0,9.0,41,11,0,0,9.0,0
3367,4250,0,0,0,4,4,0,0,0,0,1,1.0,1.0,1500.0,0.0,0,1.0,0,1.0,40,3,0,0,1.0,0
3368,4251,0,1,1,3,1,1,2,1,0,0,1.0,1.0,16480.0,2775.0,0,1.0,0,1.0,21,1,3,7,1.0,1
3369,4252,1,0,1,3,0,0,5,1,0,0,8.0,8.0,33100.0,0.0,0,8.0,1,8.0,20,10,0,0,8.0,0
3370,4253,0,1,0,3,5,0,0,1,0,0,6.0,6.0,14000.0,0.0,0,6.0,0,6.0,61,1,0,1,6.0,0
3371,4254,0,0,0,3,1,1,5,0,0,1,12.0,12.0,6700.0,0.0,0,12.0,0,12.0,58,6,0,1,12.0,0
3372,4256,0,1,0,0,6,1,3,1,0,0,1.0,1.0,18930.0,11320.0,0,1.0,0,1.0,35,7,3,0,1.0,0
3373,4257,0,1,1,0,5,0,1,1,0,0,10.0,10.0,30690.0,4638.0,1,10.0,2,10.0,23,1,1,0,10.0,0
3374,4258,0,0,0,0,3,0,5,0,0,0,10.0,10.0,6760.0,9609.0,0,10.0,0,10.0,61,1,3,0,10.0,0
3375,4259,0,0,1,3,5,0,0,1,0,0,5.0,5.0,16240.0,0.0,0,5.0,0,5.0,29,19,0,0,5.0,0
3376,4260,0,1,1,3,1,1,1,1,0,0,1.0,1.0,15370.0,0.0,0,1.0,0,1.0,73,8,0,0,1.0,0
3377,4261,1,0,1,4,4,0,2,1,0,0,11.0,11.0,18500.0,7014.0,0,11.0,2,11.0,40,6,2,4,11.0,1
3378,4263,1,0,0,1,2,0,0,1,1,0,8.0,8.0,21570.0,18264.0,0,8.0,1,8.0,25,10,2,1,8.0,0
3379,4264,1,0,0,3,0,0,0,0,0,1,11.0,11.0,20520.0,0.0,0,11.0,2,11.0,26,7,0,0,11.0,0
3380,4265,0,1,1,1,1,1,0,1,0,0,7.0,7.0,17500.0,0.0,0,7.0,0,7.0,59,4,0,0,7.0,0
3381,4267,0,1,1,0,3,0,1,1,0,0,13.0,13.0,21860.0,23433.0,0,13.0,0,13.0,47,13,2,3,13.0,0
3382,4269,0,1,1,1,1,1,1,1,0,0,1.0,1.0,8090.0,4402.0,0,1.0,3,1.0,46,8,2,7,1.0,1
3383,4271,0,0,1,4,4,0,0,1,0,0,20.0,20.0,13540.0,10941.0,0,20.0,0,20.0,9,1,2,4,20.0,1
3384,4272,1,0,1,3,1,1,0,1,0,0,10.0,10.0,20000.0,0.0,0,10.0,1,10.0,40,7,0,3,10.0,0
3385,4274,0,1,1,3,1,1,1,1,0,0,13.0,13.0,10700.0,0.0,0,13.0,0,13.0,30,6,0,0,13.0,0
3386,4275,1,0,0,4,6,1,3,0,0,0,8.0,8.0,21970.0,0.0,1,8.0,2,8.0,32,1,0,0,8.0,1
3387,4278,0,1,1,2,7,0,1,1,0,1,1.0,1.0,6170.0,0.0,0,1.0,1,1.0,34,1,0,0,1.0,0
3388,4280,0,0,0,0,6,1,4,0,0,0,10.0,10.0,28850.0,0.0,0,10.0,0,10.0,31,1,0,0,10.0,0
3389,4281,0,0,0,4,6,1,4,1,0,0,8.0,8.0,27080.0,0.0,0,8.0,0,8.0,44,11,0,1,8.0,0
3390,4282,0,0,1,2,2,0,1,1,1,0,6.0,6.0,8240.0,44891.0,0,6.0,0,6.0,12,16,1,2,6.0,0
3391,4283,0,1,1,1,7,0,1,1,0,0,10.0,10.0,12280.0,7070.0,0,10.0,0,10.0,22,6,1,0,10.0,1
3392,4284,0,1,1,1,2,0,1,1,0,0,11.0,11.0,7760.0,3327.0,0,11.0,4,11.0,26,9,2,5,11.0,1
3393,4285,0,0,0,1,1,1,4,0,0,0,1.0,1.0,34450.0,0.0,0,1.0,0,1.0,43,10,0,0,1.0,1
3394,4286,0,1,1,2,1,1,0,1,0,0,1.0,1.0,17680.0,4352.0,3,1.0,3,1.0,30,1,2,6,1.0,0
3395,4287,0,1,1,2,7,0,1,1,0,1,1.0,1.0,5700.0,0.0,0,1.0,0,1.0,43,12,0,0,1.0,0
3396,4288,0,1,1,1,8,0,1,1,0,0,6.0,6.0,16150.0,6135.0,0,6.0,2,6.0,5,11,2,7,6.0,1
3397,4289,0,1,0,4,4,0,3,0,0,0,15.0,15.0,17490.0,0.0,1,15.0,1,15.0,34,6,0,1,15.0,0
3398,4290,0,0,0,2,1,0,0,0,0,0,9.0,9.0,14990.0,0.0,0,9.0,0,9.0,14,7,0,1,9.0,0
3399,4291,0,1,0,4,4,0,0,0,0,0,15.0,15.0,5300.0,0.0,0,15.0,0,15.0,20,7,0,0,15.0,0
3400,4292,0,0,0,2,1,0,3,0,0,0,1.0,1.0,18210.0,34196.0,0,1.0,0,1.0,23,1,1,5,1.0,0
3401,4293,0,1,1,1,1,0,1,1,0,0,4.0,4.0,9920.0,36025.0,0,4.0,2,4.0,59,4,3,7,4.0,0
3402,4294,0,1,0,3,5,0,0,0,0,0,10.0,10.0,5400.0,6349.0,1,10.0,1,10.0,40,4,1,1,10.0,0
3403,4295,0,0,0,1,1,0,0,0,0,1,10.0,10.0,27610.0,0.0,0,10.0,0,10.0,39,6,0,0,10.0,0
3404,4296,0,1,0,3,5,1,5,1,1,0,5.0,5.0,7000.0,0.0,0,5.0,0,5.0,46,1,0,1,5.0,0
3405,4297,0,0,1,0,3,0,1,1,0,0,11.0,11.0,9300.0,7670.0,0,11.0,0,11.0,25,9,2,3,11.0,0
3406,4298,0,1,0,3,5,1,3,1,0,0,9.0,9.0,18830.0,5109.0,0,9.0,0,9.0,35,12,2,6,9.0,0
3407,4300,0,0,1,1,1,1,1,1,0,0,6.0,6.0,9050.0,974.0,0,6.0,0,6.0,55,13,3,7,6.0,1
3408,4301,0,1,1,3,7,0,1,1,0,0,12.0,12.0,17700.0,0.0,0,12.0,0,12.0,29,1,0,0,12.0,1
3409,4302,1,0,0,1,8,1,5,0,1,0,8.0,8.0,10850.0,5810.0,2,8.0,2,8.0,53,4,3,0,8.0,1
3410,4303,0,0,0,4,6,1,4,0,0,0,14.0,14.0,27320.0,0.0,0,14.0,0,14.0,16,7,0,1,14.0,0
3411,4304,1,0,0,3,0,0,0,0,1,0,9.0,9.0,31560.0,33581.0,0,9.0,2,9.0,44,10,1,3,9.0,0
3412,4305,1,0,1,3,5,0,2,1,0,0,11.0,11.0,19410.0,4123.0,0,11.0,2,11.0,24,3,1,6,11.0,0
3413,4306,1,0,1,1,1,1,2,1,0,0,1.0,1.0,16980.0,4185.0,0,1.0,1,1.0,25,1,3,1,1.0,1
3414,4307,0,1,0,4,5,1,3,1,0,0,11.0,11.0,17760.0,3573.0,0,11.0,0,11.0,13,1,3,3,11.0,0
3415,4308,0,1,1,3,7,0,2,1,0,0,11.0,11.0,15490.0,0.0,0,11.0,0,11.0,54,1,0,2,11.0,0
3416,4309,0,1,1,4,5,0,2,1,0,0,15.0,15.0,30900.0,0.0,0,15.0,1,15.0,27,1,0,0,15.0,0
3417,4310,1,0,1,2,1,0,1,1,0,0,1.0,1.0,10550.0,0.0,0,1.0,1,1.0,24,6,0,1,1.0,0
3418,4311,0,1,1,1,7,0,1,1,0,0,8.0,8.0,14300.0,7341.0,0,8.0,0,8.0,37,1,1,8,8.0,1
3419,4312,0,0,0,1,1,1,5,1,0,0,1.0,1.0,6400.0,0.0,0,1.0,0,1.0,41,7,0,0,1.0,1
3420,4314,0,0,0,1,1,1,4,0,1,0,8.0,8.0,23810.0,19595.0,0,8.0,0,8.0,33,8,1,10,8.0,1
3421,4315,0,1,1,4,4,0,0,1,0,0,16.0,16.0,17690.0,0.0,0,16.0,0,16.0,15,11,0,0,16.0,0
3422,4316,0,1,1,3,7,0,0,1,0,0,1.0,1.0,11500.0,0.0,0,1.0,1,1.0,70,16,0,0,1.0,0
